item_name,year,indent_level,cpi_u,cpi_w,bls_item_code,bls_series_id_cpi_u_nsa
Dairy and related products,2021,4,0.752,0.12,SEFJ,CUUR0000SEFJ
Milk,2021,5,0.194,0.216,SEFJ01,CUUR0000SEFJ01
Cheese and related products,2021,5,0.249,0.246,SEFJ02,CUUR0000SEFJ02
Ice cream and related products,2021,5,0.113,0.116,SEFJ03,CUUR0000SEFJ03
Other dairy and related products,2021,5,0.195,0.189,SEFJ04,CUUR0000SEFJ04
Fruits and vegetables,2021,4,1.408,1.426,SAF113,CUUR0000SAF113
Fresh fruits and vegetables,2021,5,1.085,1.107,SAF1131,CUUR0000SAF1131
Fresh fruits,2021,6,0.581,0.588,SEFK,CUUR0000SEFK
Apples,2021,7,0.076,0.08,SEFK01,CUUR0000SEFK01
Bananas,2021,7,0.081,0.092,SEFK02,CUUR0000SEFK02
Citrus fruits,2021,7,0.159,0.171,SEFK03,CUUR0000SEFK03
Other fresh fruits,2021,7,0.266,0.245,SEFK04,CUUR0000SEFK04
Fresh vegetables,2021,6,0.504,0.519,SEFL,CUUR0000SEFL
Potatoes,2021,7,0.075,0.084,SEFL01,CUUR0000SEFL01
Lettuce,2021,7,0.062,0.063,SEFL02,CUUR0000SEFL02
Tomatoes,2021,7,0.084,0.092,SEFL03,CUUR0000SEFL03
Other fresh vegetables,2021,7,0.283,0.279,SEFL04,CUUR0000SEFL04
Processed fruits and vegetables,2021,5,0.323,0.319,SEFM,CUUR0000SEFM
Canned fruits and vegetables,2021,6,0.162,0.164,SEFM01,CUUR0000SEFM01
Frozen fruits and vegetables,2021,6,0.098,0.097,SEFM02,CUUR0000SEFM02
Other processed fruits and vegetables including dried,2021,6,0.063,0.058,SEFM03,CUUR0000SEFM03
Nonalcoholic beverages and beverage materials,2021,4,0.933,1.037,SAF114,CUUR0000SAF114
Juices and nonalcoholic drinks,2021,5,0.663,0.771,SEFN,CUUR0000SEFN
Carbonated drinks,2021,6,0.277,0.321,SEFN01,CUUR0000SEFN01
Frozen noncarbonated juices and drinks,2021,6,0.007,0.011,SEFN02,CUUR0000SEFN02
Nonfrozen noncarbonated juices and drinks,2021,6,0.378,0.439,SEFN03,CUUR0000SEFN03
Beverage materials including coffee and tea,2021,5,0.27,0.266,SEFP,CUUR0000SEFP
Coffee,2021,6,0.174,0.165,SEFP01,CUUR0000SEFP01
Other beverage materials including tea,2021,6,0.097,0.101,SEFP02,CUUR0000SEFP02
Other food at home,2021,4,2.153,2.249,SAF115,CUUR0000SAF115
Sugar and sweets,2021,5,0.277,0.284,SEFR,CUUR0000SEFR
Sugar and sugar substitutes,2021,6,0.04,0.041,SEFR01,CUUR0000SEFR01
Candy and chewing gum,2021,6,0.178,0.181,SEFR02,CUUR0000SEFR02
Other sweets,2021,6,0.059,0.061,SEFR03,CUUR0000SEFR03
Fats and oils,2021,5,0.23,0.25,SEFS,CUUR0000SEFS
Butter and margarine,2021,6,0.066,0.066,SEFS01,CUUR0000SEFS01
Salad dressing,2021,6,0.055,0.063,SEFS02,CUUR0000SEFS02
Other fats and oils including peanut butter,2021,6,0.108,0.121,SEFS03,CUUR0000SEFS03
Other foods,2021,5,1.646,1.715,SEFT,CUUR0000SEFT
Soups,2021,6,0.094,0.091,SEFT01,CUUR0000SEFT01
Frozen and freeze dried prepared foods,2021,6,0.263,0.283,SEFT02,CUUR0000SEFT02
Snacks,2021,6,0.359,0.384,SEFT03,CUUR0000SEFT03
"Spices, seasonings, condiments, sauces",2021,6,0.317,0.325,SEFT04,CUUR0000SEFT04
Baby food,2021,6,0.043,0.061,,
Other miscellaneous foods,2021,6,0.57,0.57,SEFT06,CUUR0000SEFT06
Food away from home,2021,3,5.205,5.661,SEFV,CUUR0000SEFV
Full service meals and snacks,2021,4,2.408,2.332,SEFV01,CUUR0000SEFV01
Limited service meals and snacks,2021,4,2.55,3.067,SEFV02,CUUR0000SEFV02
Food at employee sites and schools,2021,4,0.036,0.033,SEFV03,CUUR0000SEFV03
Food from vending machines and mobile vendors,2021,4,0.036,0.053,SEFV04,CUUR0000SEFV04
Other food away from home,2021,4,0.174,0.176,SEFV05,CUUR0000SEFV05
Alcoholic beverages,2021,3,0.889,0.779,SAF116,CUUR0000SAF116
Alcoholic beverages at home,2021,4,0.593,0.543,SEFW,CUUR0000SEFW
"Beer, ale, and other malt beverages at home",2021,5,0.223,0.255,SEFW01,CUUR0000SEFW01
Distilled spirits at home,2021,5,0.11,0.096,SEFW02,CUUR0000SEFW02
Wine at home,2021,5,0.259,0.192,SEFW03,CUUR0000SEFW03
Alcoholic beverages away from home,2021,4,0.296,0.236,SEFX,CUUR0000SEFX
Housing,2021,1,42.363,39.937,SAH,CUUR0000SAH
Shelter,2021,2,32.946,30.469,SAH1,CUUR0000SAH1
Rent of primary residence,2021,3,7.398,9.687,SEHA,CUUR0000SEHA
Lodging away from home,2021,3,0.914,0.591,SEHB,CUUR0000SEHB
"Housing at school, excluding board",2021,4,0.129,0.107,SEHB01,CUUR0000SEHB01
Other lodging away from home including hotels and motels,2021,4,0.785,0.484,SEHB02,CUUR0000SEHB02
Owners' equivalent rent of residences,2021,3,24.251,19.843,SEHC,CUUR0000SEHC
Owners' equivalent rent of primary residence,2021,4,22.988,19.258,SEHC01,CUUR0000SEHC01
Unsampled owners' equivalent rent of secondary residences,2021,4,1.262,0.585,,
Tenants' and household insurance,2021,3,0.383,0.348,SEHD,CUUR0000SEHD
Fuels and utilities,2021,2,4.637,5.128,SAH2,CUUR0000SAH2
Household energy,2021,3,3.526,3.94,SAH21,CUUR0000SAH21
Fuel oil and other fuels,2021,4,0.192,0.17,SEHE,CUUR0000SEHE
Fuel oil,2021,5,0.115,0.098,SEHE01,CUUR0000SEHE01
"Propane, kerosene, and firewood",2021,5,0.077,0.071,SEHE02,CUUR0000SEHE02
Energy services,2021,4,3.334,3.771,SEHF,CUUR0000SEHF
Electricity,2021,5,2.454,2.857,SEHF01,CUUR0000SEHF01
Utility (piped) gas service,2021,5,0.879,0.914,SEHF02,CUUR0000SEHF02
Water and sewer and trash collection services,2021,3,1.111,1.187,SEHG,CUUR0000SEHG
Water and sewerage maintenance,2021,4,0.801,0.872,SEHG01,CUUR0000SEHG01
Garbage and trash collection,2021,4,0.31,0.315,SEHG02,CUUR0000SEHG02
Household furnishings and operations,2021,2,4.78,4.341,SAH3,CUUR0000SAH3
Window and floor coverings and other linens,2021,3,0.296,0.277,SEHH,CUUR0000SEHH
Floor coverings,2021,4,0.066,0.057,SEHH01,CUUR0000SEHH01
Window coverings,2021,4,0.059,0.047,SEHH02,CUUR0000SEHH02
Other linens,2021,4,0.172,0.173,SEHH03,CUUR0000SEHH03
Furniture and bedding,2021,3,0.971,1.07,SEHJ,CUUR0000SEHJ
Bedroom furniture,2021,4,0.319,0.363,SEHJ01,CUUR0000SEHJ01
"Living room, kitchen, and dining room furniture",2021,4,0.47,0.537,SEHJ02,CUUR0000SEHJ02
Other furniture,2021,4,0.173,0.152,SEHJ03,CUUR0000SEHJ03
Unsampled furniture,2021,4,0.009,0.018,,
Appliances,2021,3,0.254,0.288,SEHK,CUUR0000SEHK
Major appliances,2021,4,0.083,0.105,SEHK01,CUUR0000SEHK01
Other appliances,2021,4,0.168,0.178,SEHK02,CUUR0000SEHK02
Unsampled appliances,2021,4,0.003,0.005,,
Other household equipment and furnishings,2021,3,0.561,0.382,SEHL,CUUR0000SEHL
"Clocks, lamps, and decorator items",2021,4,0.337,0.199,SEHL01,CUUR0000SEHL01
Indoor plants and flowers,2021,4,0.101,0.072,SEHL02,CUUR0000SEHL02
Dishes and flatware,2021,4,0.049,0.047,SEHL03,CUUR0000SEHL03
Nonelectric cookware and tableware,2021,4,0.075,0.064,SEHL04,CUUR0000SEHL04
"Tools, hardware, outdoor equipment and supplies",2021,3,0.932,0.951,SEHM,CUUR0000SEHM
"Tools, hardware and supplies",2021,4,0.238,0.321,SEHM01,CUUR0000SEHM01
Outdoor equipment and supplies,2021,4,0.469,0.451,SEHM02,CUUR0000SEHM02
"Unsampled tools, hardware, outdoor equipment and supplies",2021,4,0.225,0.179,SEHM,CUUR0000SEHM
Housekeeping supplies,2021,3,0.922,0.952,SEHN,CUUR0000SEHN
Household cleaning products,2021,4,0.335,0.356,SEHN01,CUUR0000SEHN01
Household paper products,2021,4,0.212,0.211,SEHN02,CUUR0000SEHN02
Miscellaneous household products,2021,4,0.374,0.386,SEHN03,CUUR0000SEHN03
Household operations,2021,3,0.844,0.421,SEHP,CUUR0000SEHP
Domestic services,2021,4,0.246,0.082,SEHP01,CUUR0000SEHP01
Gardening and lawncare services,2021,4,0.299,0.131,SEHP02,CUUR0000SEHP02
"Moving, storage, freight expense",2021,4,0.104,0.079,SEHP03,CUUR0000SEHP03
Repair of household items,2021,4,0.11,0.081,SEHP04,CUUR0000SEHP04
Unsampled household operations,2021,4,0.085,0.048,SEHP,CUUR0000SEHP
Apparel,2021,1,2.458,2.593,SAA,CUUR0000SAA
Men's and boys' apparel,2021,2,0.625,0.692,SAA1,CUUR0000SAA1
Men's apparel,2021,3,0.477,0.486,SEAA,CUUR0000SEAA
"Men's suits, sport coats, and outerwear",2021,4,0.073,0.068,SEAA01,CUUR0000SEAA01
"Men's underwear, nightwear, swimwear and accessories",2021,4,0.162,0.171,,
Men's shirts and sweaters,2021,4,0.117,0.114,SEAA03,CUUR0000SEAA03
Men's pants and shorts,2021,4,0.119,0.127,SEAA04,CUUR0000SEAA04
Unsampled men's apparel,2021,4,0.006,0.007,,
Boys' apparel,2021,3,0.148,0.206,SEAB,CUUR0000SEAB
Women's and girls' apparel,2021,2,0.952,0.929,SAA2,CUUR0000SAA2
Women's apparel,2021,3,0.799,0.724,SEAC,CUUR0000SEAC
Women's outerwear,2021,4,0.059,0.054,SEAC01,CUUR0000SEAC01
Women's dresses,2021,4,0.089,0.089,SEAC02,CUUR0000SEAC02
Women's suits and separates,2021,4,0.383,0.32,SEAC03,CUUR0000SEAC03
"Women's underwear, nightwear, swimwear, and accessories",2021,4,0.259,0.252,SEAC04,CUUR0000SEAC04
Unsampled women's apparel,2021,4,0.008,0.009,,
Girls' apparel,2021,3,0.154,0.205,SEAD,CUUR0000SEAD
Footwear,2021,2,0.61,0.726,SEAE,CUUR0000SEAE
Men's footwear,2021,3,0.206,0.306,SEAE01,CUUR0000SEAE01
Boys' and girls' footwear,2021,3,0.117,0.138,SEAE02,CUUR0000SEAE02
Women's footwear,2021,3,0.286,0.282,SEAE03,CUUR0000SEAE03
Infants' and toddlers' apparel,2021,2,0.113,0.147,SEAF,CUUR0000SEAF
Jewelry and watches,2021,2,0.158,0.1,SEAG,CUUR0000SEAG
Watches,2021,3,0.031,0.03,SEAG01,CUUR0000SEAG01
Jewelry,2021,3,0.127,0.07,SEAG02,CUUR0000SEAG02
Transportation,2021,1,18.182,21.934,SAT,CUUR0000SAT
Private transportation,2021,2,17.404,21.359,SAT1,CUUR0000SAT1
New and used motor vehicles,2021,3,9.218,11.111,SETA,CUUR0000SETA
New vehicles,2021,4,4.105,4.587,SETA01,CUUR0000SETA01
Used cars and trucks,2021,4,4.143,5.587,SETA02,CUUR0000SETA02
Leased cars and trucks,2021,4,0.728,0.691,SETA03,CUUR0000SETA03
Car and truck rental,2021,4,0.153,0.142,SETA04,CUUR0000SETA04
Unsampled new and used motor vehicles,2021,4,0.089,0.104,SETA,CUUR0000SETA
Motor fuel,2021,3,3.822,5.089,SETB,CUUR0000SETB
Gasoline (all types),2021,4,3.748,5.003,SETB01,CUUR0000SETB01
Other motor fuels,2021,4,0.074,0.085,SETB02,CUUR0000SETB02
Motor vehicle parts and equipment,2021,3,0.423,0.508,SETC,CUUR0000SETC
Tires,2021,4,0.268,0.315,SETC01,CUUR0000SETC01
Vehicle accessories other than tires,2021,4,0.155,0.192,SETC02,CUUR0000SETC02
Motor vehicle maintenance and repair,2021,3,1.038,1.139,SETD,CUUR0000SETD
Motor vehicle body work,2021,4,0.051,0.067,SETD01,CUUR0000SETD01
Motor vehicle maintenance and servicing,2021,4,0.578,0.62,SETD02,CUUR0000SETD02
Motor vehicle repair,2021,4,0.365,0.415,SETD03,CUUR0000SETD03
Unsampled service policies,2021,4,0.043,0.037,,
Motor vehicle insurance,2021,3,2.383,2.997,SETE,CUUR0000SETE
Motor vehicle fees,2021,3,0.521,0.517,SETF,CUUR0000SETF
State motor vehicle registration and license fees,2021,4,0.3,0.329,SETF01,CUUR0000SETF01
Parking and other fees,2021,4,0.205,0.174,SETF03,CUUR0000SETF03
Unsampled motor vehicle fees,2021,4,0.015,0.014,SETF,CUUR0000SETF
Public transportation,2021,2,0.777,0.575,SETG,CUUR0000SETG
Airline fares,2021,3,0.481,0.309,SETG01,CUUR0000SETG01
Other intercity transportation,2021,3,0.096,0.055,SETG02,CUUR0000SETG02
Intracity transportation,2021,3,0.199,0.205,SETG03,CUUR0000SETG03
Unsampled public transportation,2021,3,0.002,0.006,SAT,CUUR0000SAT
Medical care,2021,1,8.487,7.077,SAM,CUUR0000SAM
Medical care commodities,2021,2,1.524,1.221,SAM1,CUUR0000SAM1
Medicinal drugs,2021,3,1.422,1.151,SEMF,CUUR0000SEMF
Prescription drugs,2021,4,1.044,0.842,SEMF01,CUUR0000SEMF01
Nonprescription drugs,2021,4,0.378,0.309,SEMF02,CUUR0000SEMF02
Medical equipment and supplies,2021,3,0.103,0.07,SEMG,CUUR0000SEMG
Medical care services,2021,2,6.962,5.856,SAM2,CUUR0000SAM2
Professional services,2021,3,3.585,2.873,SEMC,CUUR0000SEMC
Physicians' services,2021,4,1.9,1.567,SEMC01,CUUR0000SEMC01
Dental services,2021,4,0.924,0.729,SEMC02,CUUR0000SEMC02
Eyeglasses and eye care,2021,4,0.371,0.31,SEMC03,CUUR0000SEMC03
Services by other medical professionals,2021,4,0.39,0.267,SEMC04,CUUR0000SEMC04
Hospital and related services,2021,3,2.573,2.189,SEMD,CUUR0000SEMD
Hospital services,2021,4,2.199,1.98,SEMD01,CUUR0000SEMD01
Nursing homes and adult day services,2021,4,0.21,0.117,SEMD02,CUUR0000SEMD02
Care of invalids and elderly at home,2021,4,0.164,0.092,SEMD03,CUUR0000SEMD03
Health insurance,2021,3,0.804,0.795,SEME,CUUR0000SEME
Recreation,2021,1,5.108,4.401,SAR,CUUR0000SAR
Video and audio,2021,2,1.471,1.506,SERA,CUUR0000SERA
Televisions,2021,3,0.147,0.152,SERA01,CUUR0000SERA01
Cable and satellite television service,2021,3,1.069,1.084,,
Other video equipment,2021,3,0.027,0.031,SERA03,CUUR0000SERA03
"Video discs and other media, including rental of video",2021,3,0.093,0.09,,
Audio equipment,2021,3,0.076,0.093,SERA05,CUUR0000SERA05
Recorded music and music subscriptions,2021,3,0.054,0.05,SERA06,CUUR0000SERA06
Unsampled video and audio,2021,3,0.006,0.006,SERA,CUUR0000SERA
"Pets, pet products and services",2021,2,1.058,0.958,SERB,CUUR0000SERB
Pets and pet products,2021,3,0.546,0.53,SERB01,CUUR0000SERB01
Pet services including veterinary,2021,3,0.512,0.428,SERB02,CUUR0000SERB02
Sporting goods,2021,2,0.564,0.483,SERC,CUUR0000SERC
Sports vehicles including bicycles,2021,3,0.325,0.245,SERC01,CUUR0000SERC01
Sports equipment,2021,3,0.227,0.23,SERC02,CUUR0000SERC02
Unsampled sporting goods,2021,3,0.011,0.008,SERC,CUUR0000SERC
Photography,2021,2,0.051,0.037,SERD,CUUR0000SERD
Photographic equipment and supplies,2021,3,0.021,0.016,SERD01,CUUR0000SERD01
Photographers and photo processing,2021,3,0.03,0.021,SERD02,CUUR0000SERD02
Unsampled photography,2021,3,0.0,0.0,,
Other recreational goods,2021,2,0.384,0.363,SERE,CUUR0000SERE
Toys,2021,3,0.299,0.277,SERE01,CUUR0000SERE01
"Sewing machines, fabric and supplies",2021,3,0.027,0.015,SERE02,CUUR0000SERE02
Music instruments and accessories,2021,3,0.042,0.032,SERE03,CUUR0000SERE03
Unsampled recreation commodities,2021,3,0.016,0.039,SAC,CUUR0000SAC
Other recreation services,2021,2,1.483,1.012,SERF,CUUR0000SERF
"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees",2021,3,0.648,0.417,SERF01,CUUR0000SERF01
Admissions,2021,3,0.468,0.292,SERF02,CUUR0000SERF02
Fees for lessons or instructions,2021,3,0.174,0.096,SERF03,CUUR0000SERF03
Unsampled recreation services,2021,3,0.193,0.207,,
Recreational reading materials,2021,2,0.097,0.042,SERG,CUUR0000SERG
Newspapers and magazines,2021,3,0.056,0.021,SERG01,CUUR0000SERG01
Recreational books,2021,3,0.041,0.022,SERG02,CUUR0000SERG02
Unsampled recreational reading materials,2021,3,0.0,0.0,SERG,CUUR0000SERG
Education and communication,2021,1,6.406,6.182,SAE,CUUR0000SAE
Education,2021,2,2.677,1.874,SAE1,CUUR0000SAE1
Educational books and supplies,2021,3,0.087,0.1,SEEA,CUUR0000SEEA
"Tuition, other school fees, and childcare",2021,3,2.59,1.774,SEEB,CUUR0000SEEB
College tuition and fees,2021,4,1.493,0.989,SEEB01,CUUR0000SEEB01
Elementary and high school tuition and fees,2021,4,0.324,0.15,SEEB02,CUUR0000SEEB02
Day care and preschool,2021,4,0.64,0.504,SEEB03,CUUR0000SEEB03
Technical and business school tuition and fees,2021,4,0.04,0.041,SEEB04,CUUR0000SEEB04
"Unsampled tuition, other school fees, and childcare",2021,4,0.093,0.09,SEEB,CUUR0000SEEB
Communication,2021,2,3.728,4.308,SAE2,CUUR0000SAE2
Postage and delivery services,2021,3,0.086,0.08,SEEC,CUUR0000SEEC
Postage,2021,4,0.078,0.077,SEEC01,CUUR0000SEEC01
Delivery services,2021,4,0.008,0.004,SEEC02,CUUR0000SEEC02
Information and information processing,2021,3,3.642,4.228,SAE21,CUUR0000SAE21
Telephone services,2021,4,1.9,2.297,SEED,CUUR0000SEED
Wireless telephone services,2021,5,1.587,2.042,SEED03,CUUR0000SEED03
Residential telephone services,2021,5,0.313,0.255,SEED,CUUR0000SEED
"Information technology, hardware and services",2021,3,1.743,1.931,SEEE,CUUR0000SEEE
"Computers, peripherals, and smart home assistants",2021,4,0.36,0.331,SEEE01,CUUR0000SEEE01
Computer software and accessories,2021,4,0.021,0.014,SEEE02,CUUR0000SEEE02
Internet services and electronic information providers,2021,4,0.967,1.111,SEEE03,CUUR0000SEEE03
"Telephone hardware, calculators, and other consumer information items",2021,4,0.385,0.468,SEEE04,CUUR0000SEEE04
Unsampled information and information processing,2021,4,0.009,0.006,,
Other goods and services,2021,1,2.737,2.783,SAG,CUUR0000SAG
Tobacco and smoking products,2021,2,0.526,0.85,SEGA,CUUR0000SEGA
Cigarettes,2021,3,0.455,0.746,SEGA01,CUUR0000SEGA01
Tobacco products other than cigarettes,2021,3,0.066,0.098,SEGA02,CUUR0000SEGA02
Unsampled tobacco and smoking products,2021,3,0.005,0.006,SEGA,CUUR0000SEGA
Personal care,2021,2,2.211,1.933,SAG1,CUUR0000SAG1
Personal care products,2021,3,0.648,0.64,SEGB,CUUR0000SEGB
"Hair, dental, shaving, and miscellaneous personal care products",2021,4,0.331,0.322,SEGB01,CUUR0000SEGB01
"Cosmetics, perfume, bath, nail preparations and implements",2021,4,0.308,0.302,SEGB02,CUUR0000SEGB02
Unsampled personal care products,2021,4,0.009,0.016,SEGB,CUUR0000SEGB
Personal care services,2021,3,0.546,0.506,SEGC,CUUR0000SEGC
Haircuts and other personal care services,2021,4,0.546,0.506,SEGC01,CUUR0000SEGC01
Miscellaneous personal services,2021,3,0.833,0.655,SEGD,CUUR0000SEGD
Legal services,2021,4,0.232,0.137,SEGD01,CUUR0000SEGD01
Funeral expenses,2021,4,0.149,0.085,SEGD02,CUUR0000SEGD02
Laundry and dry cleaning services,2021,4,0.154,0.175,SEGD03,CUUR0000SEGD03
Apparel services other than laundry and dry cleaning,2021,4,0.018,0.013,SEGD04,CUUR0000SEGD04
Financial services,2021,4,0.196,0.144,SEGD05,CUUR0000SEGD05
Unsampled items,2021,4,0.083,0.1,,
Miscellaneous personal goods,2021,3,0.184,0.132,SEGE,CUUR0000SEGE
Special aggregate indexes,2021,0,,,,
All items,2021,0,100.0,100.0,SA0,CUUR0000SA0
Commodities,2021,1,39.083,43.173,SAC,CUUR0000SAC
Commodities less food and beverages,2021,2,24.824,28.08,SACL11,CUUR0000SACL11
Nondurables less food and beverages,2021,3,11.767,13.031,SANL11,CUUR0000SANL11
"Nondurables less food, beverages, and apparel",2021,4,9.31,10.438,SANL113,CUUR0000SANL113
Durables,2021,3,13.057,15.05,SAD,CUUR0000SAD
Services,2021,1,60.917,56.827,SAS,CUUR0000SAS
Rent of shelter,2021,1,32.563,30.121,SAS2RS,CUUR0000SAS2RS
Transportation services,2021,1,5.599,6.059,SAS4,CUUR0000SAS4
Other services,2021,1,10.12,9.064,SAS367,CUUR0000SAS367
All items less food,2021,1,86.63,85.686,SA0L1,CUUR0000SA0L1
All items less shelter,2021,1,67.054,69.531,SA0L2,CUUR0000SA0L2
All items less medical care,2021,1,91.513,92.923,SA0L5,CUUR0000SA0L5
Commodities less food,2021,1,25.713,28.859,SACL1,CUUR0000SACL1
Nondurables less food,2021,1,12.656,13.81,SANL1,CUUR0000SANL1
Nondurables less food and apparel,2021,1,10.199,11.217,SANL13,CUUR0000SANL13
Nondurables,2021,1,26.027,28.124,SAN,CUUR0000SAN
Apparel less footwear,2021,1,1.848,1.867,SA311,CUUR0000SA311
Services less rent of shelter,2021,1,28.354,26.706,SASL2RS,CUUR0000SASL2RS
Services less medical care services,2021,1,53.954,50.97,SASL5,CUUR0000SASL5
Energy,2021,1,7.348,9.029,SA0E,CUUR0000SA0E
All items less energy,2021,1,92.652,90.971,SA0LE,CUUR0000SA0LE
All items less food and energy,2021,2,79.282,76.657,SA0L1E,CUUR0000SA0L1E
Commodities less food and energy commodities,2021,3,21.699,23.601,SACL1E,CUUR0000SACL1E
Energy commodities,2021,4,4.014,5.258,SACE,CUUR0000SACE
Services less energy services,2021,3,57.583,53.056,SASLE,CUUR0000SASLE
Domestically produced farm food,2021,1,6.862,7.221,SAN1D,CUUR0000SAN1D
Utilities and public transportation,2021,1,8.191,8.913,SAS24,CUUR0000SAS24
All items,2022,0,100.0,100.0,SA0,CUUR0000SA0
Food and beverages,2022,1,14.376,15.778,SAF,CUUR0000SAF
Food,2022,2,13.531,15.073,SAF1,CUUR0000SAF1
Food at home,2022,3,8.728,9.578,SAF11,CUUR0000SAF11
Cereals and bakery products,2022,4,1.164,1.26,SAF111,CUUR0000SAF111
Cereals and cereal products,2022,5,0.365,0.398,SEFA,CUUR0000SEFA
Flour and prepared flour mixes,2022,6,0.06,0.065,SEFA01,CUUR0000SEFA01
Breakfast cereal,2022,6,0.146,0.149,SEFA02,CUUR0000SEFA02
"Rice, pasta, cornmeal",2022,6,0.159,0.183,SEFA03,CUUR0000SEFA03
Bakery products,2022,5,0.799,0.862,SEFB,CUUR0000SEFB
Bread,2022,6,0.226,0.238,SEFB01,CUUR0000SEFB01
"Fresh biscuits, rolls, muffins",2022,6,0.118,0.119,SEFB02,CUUR0000SEFB02
"Cakes, cupcakes, and cookies",2022,6,0.207,0.244,SEFB03,CUUR0000SEFB03
Other bakery products,2022,6,0.249,0.26,SEFB04,CUUR0000SEFB04
"Meats, poultry, fish, and eggs",2022,4,1.847,2.204,SAF112,CUUR0000SAF112
"Meats, poultry, and fish",2022,5,1.681,2.009,SAF1121,CUUR0000SAF1121
Meats,2022,6,1.038,1.251,SAF11211,CUUR0000SAF11211
Beef and veal,2022,7,0.437,0.553,SEFC,CUUR0000SEFC
Uncooked ground beef,2022,8,0.158,0.217,SEFC01,CUUR0000SEFC01
Uncooked beef roasts,2022,8,0.057,0.069,SEFC02,CUUR0000SEFC02
Uncooked beef steaks,2022,8,0.179,0.208,SEFC03,CUUR0000SEFC03
Uncooked other beef and veal,2022,8,0.044,0.058,SEFC04,CUUR0000SEFC04
Pork,2022,7,0.338,0.391,SEFD,CUUR0000SEFD
"Bacon, breakfast sausage, and related products",2022,8,0.146,0.169,SEFD01,CUUR0000SEFD01
Ham,2022,8,0.065,0.067,SEFD02,CUUR0000SEFD02
Pork chops,2022,8,0.046,0.063,SEFD03,CUUR0000SEFD03
"Other pork including roasts, steaks, and ribs",2022,8,0.081,0.092,SEFD04,CUUR0000SEFD04
Other meats,2022,7,0.262,0.308,SEFE,CUUR0000SEFE
Poultry,2022,6,0.352,0.428,SEFF,CUUR0000SEFF
Chicken,2022,7,0.283,0.354,SEFF01,CUUR0000SEFF01
Other uncooked poultry including turkey,2022,7,0.069,0.075,SEFF02,CUUR0000SEFF02
Fish and seafood,2022,6,0.291,0.329,SEFG,CUUR0000SEFG
Fresh fish and seafood,2022,7,0.141,0.157,SEFG01,CUUR0000SEFG01
Processed fish and seafood,2022,7,0.15,0.172,SEFG02,CUUR0000SEFG02
Eggs,2022,5,0.167,0.195,SEFH,CUUR0000SEFH
Dairy and related products,2022,4,0.818,0.195,SEFJ,CUUR0000SEFJ
Milk,2022,5,0.204,0.233,SEFJ01,CUUR0000SEFJ01
Cheese and related products,2022,5,0.253,0.254,SEFJ02,CUUR0000SEFJ02
Ice cream and related products,2022,5,0.123,0.12,SEFJ03,CUUR0000SEFJ03
Other dairy and related products,2022,5,0.238,0.251,SEFJ04,CUUR0000SEFJ04
Fruits and vegetables,2022,4,1.512,1.657,SAF113,CUUR0000SAF113
Fresh fruits and vegetables,2022,5,1.133,1.271,SAF1131,CUUR0000SAF1131
Fresh fruits,2022,6,0.589,0.66,SEFK,CUUR0000SEFK
Apples,2022,7,0.083,0.099,SEFK01,CUUR0000SEFK01
Bananas,2022,7,0.091,0.105,SEFK02,CUUR0000SEFK02
Citrus fruits,2022,7,0.169,0.193,SEFK03,CUUR0000SEFK03
Other fresh fruits,2022,7,0.247,0.264,SEFK04,CUUR0000SEFK04
Fresh vegetables,2022,6,0.543,0.611,SEFL,CUUR0000SEFL
Potatoes,2022,7,0.086,0.097,SEFL01,CUUR0000SEFL01
Lettuce,2022,7,0.085,0.094,SEFL02,CUUR0000SEFL02
Tomatoes,2022,7,0.092,0.112,SEFL03,CUUR0000SEFL03
Other fresh vegetables,2022,7,0.28,0.308,SEFL04,CUUR0000SEFL04
Processed fruits and vegetables,2022,5,0.38,0.386,SEFM,CUUR0000SEFM
Canned fruits and vegetables,2022,6,0.196,0.193,SEFM01,CUUR0000SEFM01
